file_version,subject,condition,session,task_start_time,block,trial,phase,event_name,event_code,wall_clock,t_rel_sec,duration_to_next,rt,value_shown,entered_value,correct,key_name,device,note,json,screen_index,ifi,refresh_hz,pd_used,rt_from_audio,remembered
"Sergio_G01_CNS-LLF5RV3D8","cpeeg02","ses03","20260617_123304","2026-06-17 12:34:21.301880","NaN","NaN","","MIC_NOISEFLOOR","6","2026-06-17 12:34:26.318936","5.016897","4.131061","","","","","","keyboard","","{}","2","NaN","NaN","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg02","ses03","20260617_123304","2026-06-17 12:34:21.301880","NaN","NaN","","MIC_REC_SPEECH","7","2026-06-17 12:34:30.449887","9.147958","6.656462","","","","","","keyboard","","{}","2","NaN","NaN","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg02","ses03","20260617_123304","2026-06-17 12:34:21.301880","NaN","NaN","","SESSION_START","1","2026-06-17 12:35:44.411335","83.109275","0.001106","","","","","","keyboard","","{}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg02","ses03","20260617_123304","2026-06-17 12:34:21.301880","NaN","NaN","","BLOCK_START","10","2026-06-17 12:35:44.411956","83.110380","0.099552","","","","","","keyboard","","{}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg02","ses03","20260617_123304","2026-06-17 12:34:21.301880","NaN","0","reading","START_PAGE_ON","4","2026-06-17 12:35:44.553666","83.209932","0.045282","","","","","","keyboard","","{""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg02","ses03","20260617_123304","2026-06-17 12:34:21.301880","NaN","0","reading","START_PAGE_ON","4","2026-06-17 12:35:44.553666","83.209932","11.125366","","","","","","keyboard","","{""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg02","ses03","20260617_123304","2026-06-17 12:34:21.301880","NaN","0","reading","START_PAGE_ON","4","2026-06-17 12:35:44.553666","83.209932","11.547374","","","","","","keyboard","","{""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg02","ses03","20260617_123304","2026-06-17 12:34:21.301880","NaN","0","reading","READING_START","23","2026-06-17 12:35:56.059148","94.757306","0.117632","","","","","","keyboard","","{}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg02","ses03","20260617_123304","2026-06-17 12:34:21.301880","NaN","0","reading","DIGIT_READ1_ON","101","2026-06-17 12:35:56.218131","94.874938","7.521369","","8","","","","keyboard","digit#1 shown","{""value"":8,""note"":""digit#1 shown"",""pd_used"":1}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg02","ses03","20260617_123304","2026-06-17 12:34:21.301880","NaN","0","reading","PROBE_COUNT_OK_1","71","2026-06-17 12:36:04.109329","102.396307","0.455632","19.189299","slot#1","8","1","","keyboard","probe_digit#1","{""value"":""slot#1"",""entered"":8,""rt"":19.189298600016627,""note"":""probe_digit#1""}","2","0.016667","60.000000","1","7.4557",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg02","ses03","20260617_123304","2026-06-17 12:34:21.301880","NaN","0","reading","DIGIT_READ1_OFF","116","2026-06-17 12:36:04.203917","102.851940","0.000000","","8","","","","keyboard","digit#1 off","{""value"":8,""note"":""digit#1 off"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg02","ses03","20260617_123304","2026-06-17 12:34:21.301880","NaN","0","reading","POSTREAD_FIX1_ON","201","2026-06-17 12:36:04.204938","102.851940","1.952700","","","","","","keyboard","after digit#1","{""note"":""after digit#1""}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg02","ses03","20260617_123304","2026-06-17 12:34:21.301880","NaN","0","reading","POSTREAD_FIX1_OFF","216","2026-06-17 12:36:06.148163","104.804639","0.046070","","","","","","keyboard","after digit#1","{""note"":""after digit#1"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg02","ses03","20260617_123304","2026-06-17 12:34:21.301880","NaN","0","reading","DIGIT_READ2_ON","102","2026-06-17 12:36:06.199487","104.850710","1.051515","","4","","","","keyboard","digit#2 shown","{""value"":4,""note"":""digit#2 shown"",""pd_used"":1}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg02","ses03","20260617_123304","2026-06-17 12:34:21.301880","NaN","0","reading","PROBE_COUNT_OK_2","71","2026-06-17 12:36:07.667322","105.902225","0.506577","22.695216","slot#2","4","1","","keyboard","probe_digit#2","{""value"":""slot#2"",""entered"":4,""rt"":22.695216200023424,""note"":""probe_digit#2""}","2","0.016667","60.000000","1","0.95694",""
