file_version,subject,condition,session,task_start_time,block,trial,phase,event_name,event_code,wall_clock,t_rel_sec,duration_to_next,rt,value_shown,entered_value,correct,key_name,device,note,json,screen_index,ifi,refresh_hz,pd_used,rt_from_audio,remembered
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX1_OFF","216","2026-05-12 12:42:13.876439","52.840557","0.005229","","","","","","keyboard","after digit#1","{""note"":""after digit#1"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ2_ON","102","2026-05-12 12:42:13.881409","52.845786","1.116651","","0","","","","keyboard","digit#2 shown","{""value"":0,""note"":""digit#2 shown"",""pd_used"":1}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","PROBE_COUNT_OK_2","71","2026-05-12 12:42:15.606751","53.962437","0.610958","13.531520","slot#2","0","1","","keyboard","probe_digit#2","{""value"":""slot#2"",""entered"":0,""rt"":13.531519500014838,""note"":""probe_digit#2""}","2","0.016667","60.000000","1","1.1167",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ2_OFF","117","2026-05-12 12:42:15.609009","54.573394","0.000000","","0","","","","keyboard","digit#2 off","{""value"":0,""note"":""digit#2 off"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX2_ON","202","2026-05-12 12:42:15.609626","54.573394","1.540563","","","","","","keyboard","after digit#2","{""note"":""after digit#2""}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX2_OFF","217","2026-05-12 12:42:17.149868","56.113958","0.005384","","","","","","keyboard","after digit#2","{""note"":""after digit#2"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ3_ON","103","2026-05-12 12:42:17.154960","56.119342","1.262980","","0","","","","keyboard","digit#3 shown","{""value"":0,""note"":""digit#3 shown"",""pd_used"":1}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","PROBE_COUNT_OK_3","71","2026-05-12 12:42:18.875969","57.382323","0.462028","16.951405","slot#3","0","1","","keyboard","probe_digit#3","{""value"":""slot#3"",""entered"":0,""rt"":16.951405200001318,""note"":""probe_digit#3""}","2","0.016667","60.000000","1","1.2562",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ3_OFF","118","2026-05-12 12:42:18.880012","57.844351","0.000000","","0","","","","keyboard","digit#3 off","{""value"":0,""note"":""digit#3 off"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX3_ON","203","2026-05-12 12:42:18.880668","57.844351","1.762588","","","","","","keyboard","after digit#3","{""note"":""after digit#3""}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX3_OFF","218","2026-05-12 12:42:20.642843","59.606939","0.005082","","","","","","keyboard","after digit#3","{""note"":""after digit#3"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ4_ON","104","2026-05-12 12:42:20.647608","59.612021","1.230674","","0","","","","keyboard","digit#4 shown","{""value"":0,""note"":""digit#4 shown"",""pd_used"":1}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","PROBE_COUNT_OK_4","71","2026-05-12 12:42:22.486987","60.842695","0.610828","20.411777","slot#4","0","1","","keyboard","probe_digit#4","{""value"":""slot#4"",""entered"":0,""rt"":20.411777400004212,""note"":""probe_digit#4""}","2","0.016667","60.000000","1","1.1901",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ4_OFF","119","2026-05-12 12:42:22.489157","61.453522","0.000000","","0","","","","keyboard","digit#4 off","{""value"":0,""note"":""digit#4 off"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX4_ON","204","2026-05-12 12:42:22.489773","61.453522","1.695438","","","","","","keyboard","after digit#4","{""note"":""after digit#4""}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX4_OFF","219","2026-05-12 12:42:24.184927","63.148960","0.005173","","","","","","keyboard","after digit#4","{""note"":""after digit#4"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ5_ON","105","2026-05-12 12:42:24.189781","63.154134","1.105812","","6","","","","keyboard","digit#5 shown","{""value"":6,""note"":""digit#5 shown"",""pd_used"":1}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","PROBE_COUNT_OK_5","71","2026-05-12 12:42:25.738059","64.259946","0.444388","23.829029","slot#5","6","1","","keyboard","probe_digit#5","{""value"":""slot#5"",""entered"":6,""rt"":23.829028500011191,""note"":""probe_digit#5""}","2","0.016667","60.000000","1","1.1078",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ5_OFF","120","2026-05-12 12:42:25.739913","64.704334","0.000000","","6","","","","keyboard","digit#5 off","{""value"":6,""note"":""digit#5 off"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX5_ON","205","2026-05-12 12:42:25.740538","64.704334","1.750354","","","","","","keyboard","after digit#5","{""note"":""after digit#5""}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX5_OFF","220","2026-05-12 12:42:27.490604","66.454689","0.005142","","","","","","keyboard","after digit#5","{""note"":""after digit#5"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ6_ON","106","2026-05-12 12:42:27.495476","66.459830","2.135403","","0","","","","keyboard","digit#6 shown","{""value"":0,""note"":""digit#6 shown"",""pd_used"":1}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","PROBE_COUNT_OK_6","71","2026-05-12 12:42:30.098986","68.595233","0.470397","28.164316","slot#6","0","1","","keyboard","probe_digit#6","{""value"":""slot#6"",""entered"":0,""rt"":28.164315600006375,""note"":""probe_digit#6""}","2","0.016667","60.000000","1","2.1104",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ6_OFF","121","2026-05-12 12:42:30.101302","69.065630","0.000000","","0","","","","keyboard","digit#6 off","{""value"":0,""note"":""digit#6 off"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX6_ON","206","2026-05-12 12:42:30.101902","69.065630","1.654150","","","","","","keyboard","after digit#6","{""note"":""after digit#6""}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX6_OFF","221","2026-05-12 12:42:31.755670","70.719780","0.005118","","","","","","keyboard","after digit#6","{""note"":""after digit#6"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ7_ON","107","2026-05-12 12:42:31.760479","70.724898","1.634267","","2","","","","keyboard","digit#7 shown","{""value"":2,""note"":""digit#7 shown"",""pd_used"":1}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","PROBE_COUNT_OK_7","71","2026-05-12 12:42:33.716649","72.359165","0.325252","31.928248","slot#7","2","1","","keyboard","probe_digit#7","{""value"":""slot#7"",""entered"":2,""rt"":31.928247500007274,""note"":""probe_digit#7""}","2","0.016667","60.000000","1","1.4546",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ7_OFF","122","2026-05-12 12:42:33.720145","72.684417","0.000000","","2","","","","keyboard","digit#7 off","{""value"":2,""note"":""digit#7 off"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX7_ON","207","2026-05-12 12:42:33.720803","72.684417","1.763879","","","","","","keyboard","after digit#7","{""note"":""after digit#7""}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX7_OFF","222","2026-05-12 12:42:35.484173","74.448297","0.005063","","","","","","keyboard","after digit#7","{""note"":""after digit#7"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ8_ON","108","2026-05-12 12:42:35.488972","74.453360","1.352039","","5","","","","keyboard","digit#8 shown","{""value"":5,""note"":""digit#8 shown"",""pd_used"":1}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","PROBE_COUNT_OK_8","71","2026-05-12 12:42:37.305950","75.805399","0.466879","35.374481","slot#8","5","1","","keyboard","probe_digit#8","{""value"":""slot#8"",""entered"":5,""rt"":35.37448110000696,""note"":""probe_digit#8""}","2","0.016667","60.000000","1","1.3186",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ8_OFF","123","2026-05-12 12:42:37.307917","76.272277","0.000000","","5","","","","keyboard","digit#8 off","{""value"":5,""note"":""digit#8 off"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX8_ON","208","2026-05-12 12:42:37.308532","76.272277","1.666850","","","","","","keyboard","after digit#8","{""note"":""after digit#8""}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX8_OFF","223","2026-05-12 12:42:38.975023","77.939127","0.005311","","","","","","keyboard","after digit#8","{""note"":""after digit#8"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ9_ON","109","2026-05-12 12:42:38.980034","77.944438","2.505221","","8","","","","keyboard","digit#9 shown","{""value"":8,""note"":""digit#9 shown"",""pd_used"":1}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","PROBE_COUNT_OK_9","71","2026-05-12 12:42:41.907873","80.449660","0.424790","40.018742","slot#9","8","1","","keyboard","probe_digit#9","{""value"":""slot#9"",""entered"":8,""rt"":40.018742299987935,""note"":""probe_digit#9""}","2","0.016667","60.000000","1","2.481",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ9_OFF","124","2026-05-12 12:42:41.910148","80.874450","0.000000","","8","","","","keyboard","digit#9 off","{""value"":8,""note"":""digit#9 off"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX9_ON","209","2026-05-12 12:42:41.910776","80.874450","1.859981","","","","","","keyboard","after digit#9","{""note"":""after digit#9""}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX9_OFF","224","2026-05-12 12:42:43.770310","82.734431","0.005107","","","","","","keyboard","after digit#9","{""note"":""after digit#9"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ10_ON","110","2026-05-12 12:42:43.775156","82.739538","1.123665","","4","","","","keyboard","digit#10 shown","{""value"":4,""note"":""digit#10 shown"",""pd_used"":1}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","PROBE_COUNT_OK_10","71","2026-05-12 12:42:45.318740","83.863204","0.421897","43.432286","slot#10","4","1","","keyboard","probe_digit#10","{""value"":""slot#10"",""entered"":4,""rt"":43.432286299997941,""note"":""probe_digit#10""}","2","0.016667","60.000000","1","1.0646",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ10_OFF","125","2026-05-12 12:42:45.320715","84.285101","0.000000","","4","","","","keyboard","digit#10 off","{""value"":4,""note"":""digit#10 off"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX10_ON","210","2026-05-12 12:42:45.321350","84.285101","1.574084","","","","","","keyboard","after digit#10","{""note"":""after digit#10""}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX10_OFF","225","2026-05-12 12:42:46.895093","85.859185","0.005241","","","","","","keyboard","after digit#10","{""note"":""after digit#10"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ11_ON","111","2026-05-12 12:42:46.900028","85.864426","1.259540","","3","","","","keyboard","digit#11 shown","{""value"":3,""note"":""digit#11 shown"",""pd_used"":1}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","PROBE_COUNT_OK_11","71","2026-05-12 12:42:48.626053","87.123966","0.468569","46.693049","slot#11","3","1","","keyboard","probe_digit#11","{""value"":""slot#11"",""entered"":3,""rt"":46.693048599991016,""note"":""probe_digit#11""}","2","0.016667","60.000000","1","0.8475",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ11_OFF","126","2026-05-12 12:42:48.628218","87.592535","0.000000","","3","","","","keyboard","digit#11 off","{""value"":3,""note"":""digit#11 off"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX11_ON","211","2026-05-12 12:42:48.628825","87.592535","1.700777","","","","","","keyboard","after digit#11","{""note"":""after digit#11""}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX11_OFF","226","2026-05-12 12:42:50.329278","89.293313","0.004965","","","","","","keyboard","after digit#11","{""note"":""after digit#11"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ12_ON","112","2026-05-12 12:42:50.333939","89.298277","1.763038","","3","","","","keyboard","digit#12 shown","{""value"":3,""note"":""digit#12 shown"",""pd_used"":1}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","PROBE_COUNT_OK_12","71","2026-05-12 12:42:52.416762","91.061315","0.321848","50.630398","slot#12","3","1","","keyboard","probe_digit#12","{""value"":""slot#12"",""entered"":3,""rt"":50.630398000008427,""note"":""probe_digit#12""}","2","0.016667","60.000000","1","0.67625",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ12_OFF","127","2026-05-12 12:42:52.419017","91.383163","0.000000","","3","","","","keyboard","digit#12 off","{""value"":3,""note"":""digit#12 off"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX12_ON","212","2026-05-12 12:42:52.419640","91.383163","1.770567","","","","","","keyboard","after digit#12","{""note"":""after digit#12""}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX12_OFF","227","2026-05-12 12:42:54.189614","93.153730","0.005145","","","","","","keyboard","after digit#12","{""note"":""after digit#12"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ13_ON","113","2026-05-12 12:42:54.194526","93.158875","2.267592","","3","","","","keyboard","digit#13 shown","{""value"":3,""note"":""digit#13 shown"",""pd_used"":1}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","PROBE_COUNT_OK_13","71","2026-05-12 12:42:56.807532","95.426466","0.347622","54.995549","slot#13","3","1","","keyboard","probe_digit#13","{""value"":""slot#13"",""entered"":3,""rt"":54.995549000013852,""note"":""probe_digit#13""}","2","0.016667","60.000000","1","0.81556",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ13_OFF","128","2026-05-12 12:42:56.809711","95.774089","0.000000","","3","","","","keyboard","digit#13 off","{""value"":3,""note"":""digit#13 off"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX13_ON","213","2026-05-12 12:42:56.810326","95.774089","1.706791","","","","","","keyboard","after digit#13","{""note"":""after digit#13""}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX13_OFF","228","2026-05-12 12:42:58.516777","97.480879","0.005059","","","","","","keyboard","after digit#13","{""note"":""after digit#13"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ14_ON","114","2026-05-12 12:42:58.521570","97.485939","1.115780","","2","","","","keyboard","digit#14 shown","{""value"":2,""note"":""digit#14 shown"",""pd_used"":1}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","PROBE_COUNT_OK_14","71","2026-05-12 12:43:00.055980","98.601719","0.420452","58.170802","slot#14","2","1","","keyboard","probe_digit#14","{""value"":""slot#14"",""entered"":2,""rt"":58.170801500004018,""note"":""probe_digit#14""}","2","0.016667","60.000000","1","1.1081",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ14_OFF","129","2026-05-12 12:43:00.057760","99.022171","0.000000","","2","","","","keyboard","digit#14 off","{""value"":2,""note"":""digit#14 off"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX14_ON","214","2026-05-12 12:43:00.058369","99.022171","1.745286","","","","","","keyboard","after digit#14","{""note"":""after digit#14""}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","POSTREAD_FIX14_OFF","229","2026-05-12 12:43:01.803461","100.767457","0.005023","","","","","","keyboard","after digit#14","{""note"":""after digit#14"",""pd_used"":0}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","DIGIT_READ15_ON","115","2026-05-12 12:43:01.808115","100.772480","0.925411","","0","","","","keyboard","digit#15 shown","{""value"":0,""note"":""digit#15 shown"",""pd_used"":1}","2","0.016667","60.000000","1","",""
"Sergio_G01_CNS-LLF5RV3D8","cpeeg01","ses02","20260512_123954","2026-05-12 12:41:21.035802","NaN","0","reading","PROBE_COUNT_OK_15","71","2026-05-12 12:43:03.347515","101.697890","0.615704","61.266973","slot#15","0","1","","keyboard","probe_digit#15","{""value"":""slot#15"",""entered"":0,""rt"":61.266973099991446,""note"":""probe_digit#15""}","2","0.016667","60.000000","1","0.92544",""
